кайф хорошие прекрати объятиях. устали,4.94,1.71,-2.79,-4,FAIL
"полагаться повиновались. мертв, встретил свободной?",7.19,1.01,-2.72,-4,FAIL
"импульс, кровати понять глядя",7.33,0.41,-2.54,-4,FAIL
"найдем приятный знак. вспомнил моя зная,",6.28,0.74,-4.05,-1,FAIL
"хорошо. своим разрывает протянул подсознания, полученной",5.99,0.63,-4.27,-4,FAIL
протянул трогал руке жалок. рада уйду?,5.57,0.61,-4.47,-5,FAIL
"святым. открытая святых чудо,",7.43,0.4,-2.53,-5,FAIL
убила,7.46,0.31,-0.42,5,SUCCESS
улицы самый глядя слова. от хачу воскресят?,5.09,2.06,-4.15,-5,FAIL
"домой? допустить способность плакать, зажигалка мгновение",5.7,0.48,-4.55,-4,FAIL
"будь смерти, события. спутник могли",7.35,0.48,-3.21,-4,FAIL
дух маленьких очнись открылся город. важное воля,4.52,1.56,-5.02,-4,FAIL
"позвольте дело... виду? близким. случайным лицо,",6.05,1.72,-3.16,-5,FAIL
надо шелохнулась живых. вряд-ли начали которая конечно,4.07,3.27,-3.67,-5,FAIL
"глазами, сможешь блаженно собой. груди? спрашивала? лучше",6.83,1.45,-3.9,-5,FAIL
почувствовали,9.04,0.18,-0.48,5,SUCCESS
разозлить достаточно,8.63,0.42,-0.95,4,SUCCESS
"нашей стена,",8.3,0.54,-0.85,-1,FAIL
оружием городской,8.62,0.63,-0.73,-1,FAIL
оружие?,7.04,0.24,-0.51,5,SUCCESS
"лучше черная нии, поворачиваете ох. ввиду?",3.47,1.34,-5.11,-4,FAIL
какого разной спят. бесчувственной. подбора улыбнулась повернулась,4.78,1.64,-4.77,-4,FAIL
траблы о,2.83,0.78,-1.59,-2,FAIL
"кажется, сигарет",7.97,0.43,-0.98,-2,FAIL
"проклятье. эмоций, учишься. обострились. наполовину могли просьба,",6.06,0.02,-5.66,-5,FAIL
окутала хочет посмотрел остается пожалуй серьезная?,5.76,0.8,-4.2,-3,FAIL
воскресят? некоторое города.,7.56,0.77,-1.41,-4,FAIL
могу,3.83,0.23,-0.79,5,SUCCESS
травой времени сотни,7.44,0.55,-1.65,-5,FAIL
"гораздо отчаянии. нужно, иной воскликнули",7.22,1.0,-2.72,-4,FAIL
"постараться, схватила поглощая оказался",7.83,0.83,-2.03,-4,FAIL
сказал: подбора объяснишься? забыл,6.8,0.7,-2.37,-4,FAIL
оборачиваетесь оставались,7.72,0.53,-0.91,-3,FAIL
припарковал,7.6,0.09,-0.63,5,SUCCESS
приходя сначала охватывает,7.53,0.64,-1.55,1,FAIL
страшную следить,7.0,0.63,-0.88,-1,FAIL
"находится, девушку, невозможным руках пожав воспоминания глубокую",4.79,0.97,-5.42,-4,FAIL
подписывали лежать идее том убедительной. школу,5.83,0.35,-4.62,-4,FAIL
"головой,",9.04,0.33,-0.34,-1,FAIL
объективно,6.52,0.33,-0.45,5,SUCCESS
ты нечистой настолько автосмены вред здания. которая,1.4,4.8,-7.03,-4,FAIL
"разочарованный. появляться делать, научился общении",7.49,0.95,-2.7,-4,FAIL
умному,6.75,0.39,-0.38,2,SUCCESS
"настоящей эме. нонсенс, законов присутствия.",6.87,0.55,-3.26,-4,FAIL
"дом способностей, людей, схожи, проложу огромный",6.67,1.22,-3.42,-4,FAIL
"убивая дома, опасных",7.8,0.4,-1.75,-3,FAIL
"навещать истребляла задрожало, остановилось. глупость",7.0,0.98,-2.8,-4,FAIL
блаженно за капитала же,7.06,0.81,-2.2,-5,FAIL
"будущее все, использовала",7.63,0.35,-1.82,1,FAIL
"умер некоторое центре допустим, встали тошнит",6.35,0.98,-3.79,-4,FAIL
"зажигалка никуда, крашнулся а. возникает. транспортир. дома",5.52,1.07,-4.89,-5,FAIL
гадостей. появилась 10слов,8.29,0.09,-1.99,-4,FAIL
изменил перестала доказать,6.9,0.69,-1.6,-4,FAIL
осмотреть закалиться,8.63,0.1,-1.27,-3,FAIL
но... держу пара хвост охватывает сером,6.91,1.42,-3.15,-5,FAIL
"изогнутыми мой, сделать? график",6.7,1.01,-2.08,-4,FAIL
живых. хотел обычно такая? направь подвергаться настроение,6.72,0.99,-4.41,-4,FAIL
"черную ебу оружия контрактор? еще,",6.15,0.28,-3.75,-4,FAIL
видов великую смотрит. безжалостно вернуться рассеялась,6.97,1.67,-2.88,-5,FAIL
становясь ирен. полупрозрачная вместо,7.6,0.85,-2.05,-3,FAIL
"да, клинок, охвачена сжатие",3.27,1.58,-2.84,-2,FAIL
дней нужна удастся уходи,7.55,1.53,-1.38,-2,FAIL
"тебя комнату. случится, зажглось сражалась умер. мощный",1.4,1.69,-10.14,-5,FAIL
отчаянии.,8.68,0.25,-0.42,3,SUCCESS
"встревоженный чувствовать раной,",8.08,0.75,-1.36,-3,FAIL
такая? соглашаешься меня,6.77,0.88,-1.42,-4,FAIL
"улицы,",7.41,0.04,-0.69,1,FAIL
"травмы, оценивается прошлом. идя концентрироваться. очередным за",5.6,1.59,-4.33,-3,FAIL
запись превращение почему?,3.93,1.24,-1.79,1,FAIL
"таким частично воплощение вид, пришел,",7.48,1.7,-1.96,-1,FAIL
улыбкой.,7.91,0.36,-0.36,5,SUCCESS
приняли,7.84,0.12,-0.59,5,SUCCESS
"вижу,",8.35,0.37,-0.32,2,SUCCESS
"подсознании. личное пожалуй знаете, пробудил эут",5.72,0.59,-4.42,-3,FAIL
"повезет,",8.15,0.25,-0.45,1,FAIL
"тобой. личное, порядок",7.03,0.71,-1.55,-2,FAIL
"4.5 лицо. скорее, за сделать, чисел",3.58,2.05,-4.3,-4,FAIL
себе.,6.85,0.2,-0.56,3,SUCCESS
"легкомысленности существа. до огонь,",7.21,1.01,-1.97,-4,FAIL
"общем, где-то парься тела",7.8,0.54,-2.32,-4,FAIL
редкий существом. голосуешь? айрин,7.64,0.75,-2.15,-4,FAIL
"терпела плечу, оценочная",8.16,0.9,-1.2,-2,FAIL
"тому, понял лет падает проблема городской",6.83,1.4,-3.2,-4,FAIL
чистилище,8.01,0.23,-0.48,4,SUCCESS
темно. далеко откуда серьезно?,6.15,0.62,-2.6,-3,FAIL
а. 2,7.48,0.0,-1.46,-5,FAIL
один. рандом дорога,7.9,1.17,-0.97,-2,FAIL
выполняя резко,8.09,0.73,-0.67,3,SUCCESS
попробовал спросили,7.65,0.19,-1.26,3,SUCCESS
"ля zippo, ваша.",2.35,1.5,-2.41,1,FAIL
"объятиях, реальный амэ. гестия.",7.44,0.57,-2.36,-2,FAIL
трудно сигарету странного сам амэ,6.35,0.89,-3.08,-3,FAIL
"надзиратель тишина,",7.84,0.64,-0.79,-3,FAIL
первых,5.93,0.15,-0.67,2,SUCCESS
состояние ко проснись явно прозвучало,5.86,0.76,-3.37,-2,FAIL
"долго, появилось нет. поднимаясь рода, лифте",6.39,0.93,-3.82,-4,FAIL
"патент улице покорно навещать пока. жизнь неа,",6.54,1.89,-3.58,-4,FAIL
темное грубо,7.01,0.82,-0.69,-1,FAIL
живой,8.43,0.22,-0.46,5,SUCCESS
"агонию, метку, святым. вы, вторых",7.58,0.6,-3.03,-3,FAIL
девушкой. пойдешь вырубил ногой,7.7,1.26,-1.62,5,SUCCESS
классическую неужели осматривая мерзостями... колоссальную нечто,6.03,2.19,-2.7,-1,FAIL
почти ответили марком ирен.,5.49,1.09,-2.33,2,SUCCESS
"удачи, стала найдешь виду? сказал",7.48,1.01,-2.64,-4,FAIL
"низкий сел боя бизнес,",6.88,1.03,-2.02,-5,FAIL
провел голосуешь? холодный определять фарс,7.22,0.64,-3.08,-4,FAIL
"твой бездне, нее. смысла",6.73,0.75,-2.34,-3,FAIL
выехал,7.58,0.31,-0.42,5,SUCCESS
"оружие, вкусе скажите, никакого",7.74,1.07,-1.8,-4,FAIL
арк воскресят? свободной? выжил,7.12,0.73,-2.27,3,SUCCESS
сильно,5.46,0.06,-0.8,4,SUCCESS
"вас. каково энергию, нулю, писал",6.83,0.08,-3.74,-4,FAIL
хранится левитировать,5.6,0.51,-1.18,-4,FAIL
"чтобы бывали хотя, такой. бизнес,",4.48,1.28,-3.45,-4,FAIL
"ведешь какой-то улицы, повернулись сознания. форма ужасную",4.43,1.99,-4.66,-4,FAIL
искать скрип,8.42,0.74,-0.64,5,SUCCESS
"помню, анри, отвернулась мире",7.42,0.51,-2.42,2,SUCCESS
легкомысленности нового себя каратель,7.16,1.08,-1.91,1,FAIL
предложением к,5.55,0.47,-1.23,-4,FAIL
деформируется ослабил волей,7.7,0.99,-1.17,1,FAIL
тебя? звали никакого покраснела.,5.75,1.31,-2.02,1,FAIL
связалась баррьер? вероятность,7.93,0.52,-1.61,1,FAIL
дублирует мешает цвет дело?,3.47,0.84,-3.46,-2,FAIL
"глазами, зависимости окутала вырубил способностей, поете",7.05,0.69,-3.83,-3,FAIL
"скован реальности, пустым,",6.54,0.92,-1.43,-1,FAIL
довольно ней,7.6,0.45,-1.0,1,FAIL
закончили месяца мешает неприятны. увидел черным,6.55,1.54,-3.15,-3,FAIL
"тень, улицу нужно, познакомиться, задумавшись",5.87,0.33,-3.8,-4,FAIL
существование,8.47,0.36,-0.33,4,SUCCESS
пушо я. дэбик выходу сделал лицом шагая,4.5,1.86,-4.74,-1,FAIL
"что, три",7.28,0.81,-0.67,3,SUCCESS
абоминациями.,8.65,0.35,-0.33,4,SUCCESS
вырастет свой турник,5.9,1.01,-1.46,5,SUCCESS
чтол? напоминает нынешнюю полного ее. ирен. истребляла,2.88,2.07,-6.18,-1,FAIL
передо,7.26,0.52,-0.23,-1,FAIL
"мотоцикла, правильно, отсюда. приняла забьешь находится, вернулся,",5.2,-0.37,-6.03,-6,FAIL
"подсказывает, причинить выполнишь",6.83,0.57,-1.73,1,FAIL
нас.,7.7,0.2,-0.52,4,SUCCESS
жизни самые попал хорошие,6.35,1.48,-1.7,1,FAIL
прости. невежество привилегий бесконечную шутки,7.31,1.31,-2.39,-1,FAIL
"кармана, графы хорошо.",8.19,0.08,-2.01,-2,FAIL
классные,6.6,0.37,-0.41,5,SUCCESS
существует,8.13,0.51,-0.2,4,SUCCESS
качестве покой. никто повернулась поворачиваете,7.15,0.92,-2.82,-1,FAIL
"идеала чувствовали сделать любопытством представление, совершенно остановились.",2.44,4.16,-4.8,2,SUCCESS
"знаю, двойку",6.76,0.46,-1.08,3,SUCCESS
"лучший, переселение сюда произошло",6.94,0.99,-2.05,4,SUCCESS
сделал,9.02,0.17,-0.49,5,SUCCESS
извиниться... строк,8.48,0.36,-1.01,2,SUCCESS
"просто черный сделать помнишь знаете,",2.88,3.19,-2.7,1,FAIL
поспешил сверкали предложение имя.,6.36,-0.13,-3.3,-1,FAIL
ничего автосмены подключив,5.55,0.48,-2.07,-2,FAIL
волей,9.02,0.36,-0.31,4,SUCCESS
крайней патент классической.,7.96,0.54,-1.58,-3,FAIL
мелких,8.61,0.18,-0.5,4,SUCCESS
попал,7.17,0.4,-0.34,5,SUCCESS
"живой сильна, предыдущая оборудованием. местными",6.82,1.09,-2.74,-2,FAIL
"безжалостно роскошно. ухмылкой сюда, потрясенно.",6.83,1.57,-2.26,2,SUCCESS
"голос, эмоций... ними, напрямую, угрожающая ща почувствовала",6.88,1.97,-3.37,2,SUCCESS
"осях длинные никто твои. одинока душ, примерный",3.23,2.46,-5.32,-2,FAIL
помнишь.,8.29,0.34,-0.36,5,SUCCESS
твои случайным своем вообще,7.35,1.84,-1.11,2,SUCCESS
великой позволить,7.99,0.4,-1.02,4,SUCCESS
сарказмом. скован очень кажутся досадой,6.95,1.43,-2.36,2,SUCCESS
"той, дым. определять но?",6.29,1.05,-2.14,1,FAIL
ошарашена,9.0,0.14,-0.53,5,SUCCESS
нахуя главный сука искать рога собрал,2.95,4.31,-2.67,6,SUCCESS
"посреди ты! ожить? приятный выяснять, ситуацию,",5.05,1.49,-3.85,-1,FAIL
целом протянула,8.04,0.22,-1.19,1,FAIL
"сожалению, правы. исследовать мерзостями... представления, бессмертен? обманывают",6.17,1.63,-4.0,1,FAIL
"сигаретами? работу амэ. людей? испарились. это, открытый",5.8,1.54,-4.27,2,SUCCESS
"насколько собраны имени сойдет бессознательно плотной, баррьер",5.74,1.95,-3.89,1,FAIL
